age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
40,admin.,divorced,basic.9y,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7773004589553569,0.7773004589553569
32,admin.,single,high.school,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6765929048242354,0.6765929048242354
33,services,divorced,high.school,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,1,0.5983957982449761,0.5983957982449761
29,admin.,single,high.school,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9209682797514955,0.9209682797514955
31,blue-collar,single,basic.9y,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6858485836408045,0.6858485836408045
34,technician,married,professional.course,yes,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.9232779727144862,0.9232779727144862
36,technician,single,professional.course,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9218126980165532,0.9218126980165532
38,admin.,divorced,basic.6y,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,1,0.6015923610384051,0.6015923610384051
36,technician,married,professional.course,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6552836426528323,0.6552836426528323
25,entrepreneur,single,university.degree,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7906751530693794,0.7906751530693794
33,admin.,married,university.degree,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7833334692723156,0.7833334692723156
43,blue-collar,married,basic.6y,no,no,cellular,apr,wed,2,999,2,failure,-1.8,93.075,-47.1,1.415,5099.1,1,0.8085839102974639,0.8085839102974639
41,admin.,divorced,high.school,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6590047181178629,0.6590047181178629
46,blue-collar,married,basic.9y,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.663965131967313,0.663965131967313
34,self-employed,single,university.degree,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.7336828879358611,0.7336828879358611
48,admin.,divorced,high.school,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7772597083558221,0.7772597083558221
22,blue-collar,married,basic.9y,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6719991069453362,0.6719991069453362
54,admin.,married,high.school,no,no,cellular,oct,wed,2,6,2,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.9664520739047134,0.9664520739047134
41,admin.,divorced,high.school,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.697405024068759,0.697405024068759
29,blue-collar,single,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6805229265016212,0.6805229265016212
37,blue-collar,married,basic.9y,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.6703026213629663,0.6703026213629663
40,admin.,married,basic.9y,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6245022659069309,0.6245022659069309
52,admin.,married,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6599870142184721,0.6599870142184721
38,blue-collar,single,university.degree,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6769227792499628,0.6769227792499628
50,management,married,university.degree,no,no,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6008592082840648,0.6008592082840648
49,admin.,divorced,university.degree,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9316769710126844,0.9316769710126844
33,blue-collar,married,basic.9y,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6366669744028697,0.6366669744028697
58,admin.,married,high.school,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6170842914124728,0.6170842914124728
28,management,single,university.degree,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.6299258404375794,0.6299258404375794
34,technician,single,professional.course,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.7554347195089283,0.7554347195089283
38,admin.,married,high.school,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9318961784011388,0.9318961784011388
52,admin.,married,university.degree,yes,yes,cellular,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0.9421846011382365,0.9421846011382365
42,blue-collar,married,high.school,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.6034575137867798,0.6034575137867798
52,admin.,married,university.degree,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6008592082840648,0.6008592082840648
40,unemployed,divorced,basic.4y,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,0.927719233127345,0.927719233127345
43,admin.,single,high.school,no,no,cellular,apr,tue,2,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,1,0.7017234205605716,0.7017234205605716
28,admin.,married,university.degree,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6848751969873124,0.6848751969873124
46,unemployed,married,basic.9y,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9218126980165532,0.9218126980165532
20,student,single,basic.4y,yes,yes,cellular,apr,tue,4,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,1,0.9664520739047134,0.9664520739047134
35,technician,married,professional.course,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6963757494499635,0.6963757494499635
39,admin.,single,high.school,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.9281913920311922,0.9281913920311922
35,admin.,married,university.degree,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.6986672261148509,0.6986672261148509
48,blue-collar,married,basic.9y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.685012251411509,0.685012251411509
29,blue-collar,divorced,high.school,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.7849989204327,0.7849989204327
83,retired,married,basic.4y,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9345197319239272,0.9345197319239272
33,admin.,divorced,university.degree,no,yes,cellular,jul,thu,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2,1,0.9244904491458414,0.9244904491458414
25,technician,married,professional.course,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.7340220064771857,0.7340220064771857
57,management,divorced,university.degree,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9065130223879468,0.9065130223879468
51,technician,married,professional.course,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9345922544448246,0.9345922544448246
40,admin.,married,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6039243802562524,0.6039243802562524
34,technician,single,high.school,no,no,telephone,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.7125559487713626,0.7125559487713626
35,admin.,single,university.degree,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,0.6664592297607823,0.6664592297607823
29,technician,single,high.school,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6823350478981621,0.6823350478981621
29,admin.,married,university.degree,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.7282159082206638,0.7282159082206638
25,blue-collar,single,basic.9y,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6908619653339705,0.6908619653339705
34,admin.,married,university.degree,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.6163058215727288,0.6163058215727288
40,management,married,university.degree,no,yes,cellular,aug,mon,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.8197115815159246,0.8197115815159246
24,student,single,basic.9y,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.924277099320732,0.924277099320732
35,admin.,married,university.degree,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.8234123800109627,0.8234123800109627
37,admin.,married,university.degree,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6547896286405895,0.6547896286405895
34,services,married,high.school,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.7152590545431093,0.7152590545431093
37,admin.,divorced,university.degree,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7693712600486088,0.7693712600486088
43,management,married,university.degree,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6256237030709202,0.6256237030709202
41,blue-collar,single,basic.9y,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7751722065144481,0.7751722065144481
29,admin.,single,university.degree,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6229984469012676,0.6229984469012676
51,retired,married,basic.9y,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6548084817655815,0.6548084817655815
38,services,married,high.school,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6100411729478651,0.6100411729478651
78,retired,divorced,basic.6y,no,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1,0.9013857761675006,0.9013857761675006
56,admin.,married,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6570371676785597,0.6570371676785597
34,technician,married,high.school,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6821324919373625,0.6821324919373625
50,unemployed,married,university.degree,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,1,0.9392747908052012,0.9392747908052012
35,self-employed,single,university.degree,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.7009607976175777,0.7009607976175777
27,unemployed,married,basic.6y,no,yes,telephone,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.664421992948508,0.664421992948508
25,blue-collar,single,basic.9y,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.692553375000516,0.692553375000516
41,unemployed,single,high.school,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.638914813635761,0.638914813635761
31,admin.,single,university.degree,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.6278753311499127,0.6278753311499127
51,services,married,high.school,no,yes,cellular,nov,mon,2,3,4,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.9650713246922469,0.9650713246922469
32,blue-collar,married,basic.9y,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1,0.6161948814611018,0.6161948814611018
29,blue-collar,single,professional.course,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1,0.9450844362695074,0.9450844362695074
37,entrepreneur,divorced,high.school,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.7119311372583974,0.7119311372583974
34,technician,divorced,basic.9y,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.6012168372841672,0.6012168372841672
22,blue-collar,single,basic.9y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6263639387183263,0.6263639387183263
40,services,married,high.school,yes,no,cellular,nov,thu,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.9664520739047134,0.9664520739047134
39,blue-collar,married,basic.9y,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6645818402681664,0.6645818402681664
24,blue-collar,single,basic.9y,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.692553375000516,0.692553375000516
28,blue-collar,single,basic.9y,no,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,1,0.5921258685840198,0.5921258685840198
26,blue-collar,married,basic.9y,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.9027422807192169,0.9027422807192169
30,admin.,married,basic.9y,yes,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,0.9167341846542719,0.9167341846542719
31,admin.,single,university.degree,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6836666742721149,0.6836666742721149
30,management,married,university.degree,no,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,0.9349914971639117,0.9349914971639117
32,admin.,married,university.degree,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6329240912972249,0.6329240912972249
41,technician,married,university.degree,no,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,1,0.6794819594704704,0.6794819594704704
35,technician,single,professional.course,yes,yes,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6186386087362481,0.6186386087362481
55,management,married,basic.4y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.6051599783311621,0.6051599783311621
55,blue-collar,married,basic.9y,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5948024445487253,0.5948024445487253
31,technician,single,professional.course,no,no,cellular,aug,mon,2,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,1,0.9262426729259329,0.9262426729259329
31,admin.,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5923326798022914,0.5923326798022914
23,blue-collar,married,high.school,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7619275388342829,0.7619275388342829
42,admin.,married,university.degree,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.6588612826598446,0.6588612826598446
33,services,single,high.school,yes,no,cellular,aug,mon,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,1,0.8439477580534268,0.8439477580534268
45,blue-collar,married,professional.course,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6374645825924241,0.6374645825924241
35,admin.,single,university.degree,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6536532715907049,0.6536532715907049
38,blue-collar,single,high.school,no,no,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1,0.935756980533417,0.935756980533417
28,unemployed,single,basic.4y,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9299110765550918,0.9299110765550918
30,technician,single,university.degree,no,no,cellular,oct,fri,2,16,1,success,-1.1,94.601,-49.5,0.942,4963.6,1,0.9560605403717096,0.9560605403717096
63,blue-collar,married,basic.4y,yes,yes,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1,0.9235023881376588,0.9235023881376588
32,admin.,single,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6483191195515039,0.6483191195515039
38,admin.,married,high.school,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.6905039258301041,0.6905039258301041
52,technician,divorced,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6318265183865864,0.6318265183865864
47,services,married,high.school,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6216034325744069,0.6216034325744069
43,management,married,university.degree,yes,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.6531460538147248,0.6531460538147248
56,admin.,married,university.degree,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6033026878668206,0.6033026878668206
33,housemaid,married,university.degree,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1,0.8801940240061427,0.8801940240061427
45,self-employed,single,basic.9y,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,1,0.9210354532388456,0.9210354532388456
38,admin.,single,university.degree,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7058664866725998,0.7058664866725998
24,admin.,single,high.school,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.6056584082912002,0.6056584082912002
31,services,married,high.school,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6654593265404776,0.6654593265404776
43,admin.,single,high.school,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6467502132516143,0.6467502132516143
28,technician,single,basic.9y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.7575040551911427,0.7575040551911427
25,admin.,married,high.school,no,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6015034948014538,0.6015034948014538
25,blue-collar,married,basic.9y,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.706531315931456,0.706531315931456
37,technician,single,professional.course,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,0.7101253376592772,0.7101253376592772
59,technician,married,professional.course,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,0.8343362283623582,0.8343362283623582
33,blue-collar,married,basic.9y,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,1,0.7955307507988661,0.7955307507988661
30,student,single,professional.course,no,no,cellular,sep,mon,2,9,2,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.951617980638862,0.951617980638862
27,blue-collar,single,basic.4y,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.8516130251920541,0.8516130251920541
53,admin.,divorced,university.degree,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6569936549736328,0.6569936549736328
27,services,single,high.school,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7846139273925219,0.7846139273925219
48,admin.,married,high.school,yes,no,telephone,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,1,0.8375769949907999,0.8375769949907999
38,technician,married,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9218126980165532,0.9218126980165532
36,admin.,married,high.school,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6671044702677504,0.6671044702677504
47,blue-collar,married,high.school,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.7836500227431746,0.7836500227431746
24,services,single,high.school,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.6755913649213288,0.6755913649213288
34,admin.,single,university.degree,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7891453631290952,0.7891453631290952
56,blue-collar,married,basic.4y,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.9350303582349744,0.9350303582349744
33,admin.,married,university.degree,yes,yes,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.5966991905369091,0.5966991905369091
35,technician,married,professional.course,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.7071017884795587,0.7071017884795587
51,retired,divorced,high.school,no,no,cellular,jul,wed,3,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,1,0.9421846011382365,0.9421846011382365
37,blue-collar,divorced,basic.9y,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.664284751016402,0.664284751016402
32,technician,single,university.degree,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.6959886279800409,0.6959886279800409
30,admin.,married,university.degree,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1,0.9036106950504362,0.9036106950504362
30,technician,married,professional.course,yes,no,telephone,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0.9004976545037469,0.9004976545037469
29,technician,single,university.degree,yes,no,telephone,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.701478533696201,0.701478533696201
52,services,married,high.school,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.595168252592332,0.595168252592332
29,admin.,single,university.degree,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.9096145954274222,0.9096145954274222
53,technician,married,professional.course,yes,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,1,0.9223819641873412,0.9223819641873412
45,services,single,high.school,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.6605095085726254,0.6605095085726254
39,admin.,married,high.school,yes,no,cellular,may,tue,1,3,2,success,-1.8,93.876,-40.0,0.668,5008.7,1,0.9664520739047134,0.9664520739047134
32,technician,married,university.degree,yes,no,cellular,aug,thu,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.9650165519011713,0.9650165519011713
42,admin.,married,professional.course,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6245022659069309,0.6245022659069309
41,blue-collar,married,basic.9y,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6515249121063903,0.6515249121063903
74,retired,married,professional.course,yes,no,cellular,oct,thu,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.9664520739047134,0.9664520739047134
32,services,married,high.school,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6813844941051673,0.6813844941051673
33,entrepreneur,married,high.school,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,1,0.689881055644774,0.689881055644774
40,management,married,university.degree,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,1,0.6069027854002589,0.6069027854002589
29,unemployed,married,university.degree,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.6361034854528703,0.6361034854528703
36,admin.,married,high.school,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6295978123881119,0.6295978123881119
36,technician,single,university.degree,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.6416325088539873,0.6416325088539873
33,management,single,university.degree,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7377955933479651,0.7377955933479651
25,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6501232275197009,0.6501232275197009
24,services,married,high.school,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6520385506371352,0.6520385506371352
54,management,married,university.degree,yes,no,cellular,jul,thu,1,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2,1,0.9081851762976355,0.9081851762976355
49,technician,married,professional.course,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6022171182121852,0.6022171182121852
31,unemployed,single,university.degree,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.7100441879861252,0.7100441879861252
31,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6335368337008372,0.6335368337008372
52,blue-collar,married,basic.6y,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6637560516863118,0.6637560516863118
38,admin.,single,high.school,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6783080677589499,0.6783080677589499
44,blue-collar,divorced,basic.6y,no,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6767630878246965,0.6767630878246965
32,technician,married,professional.course,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.9419139672295366,0.9419139672295366
35,blue-collar,married,basic.9y,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.594155528539289,0.594155528539289
